COUNTRY_ISO_CODE_2,CUSTOMS_OFFICE_NAME,CUSTOMS_PROVINCE_NAME,DECLARATION_DATE,DECLARATION_NUMBER,EXCHANGE_RATE,EXPORTER_ADDRESS_EN,EXPORTER_ADDRESS_VN,EXPORTER_ID,EXPORTER_NAME_EN,EXPORTER_NAME_VN,EXPORTER_PHONE,EXPORTER_POSTAL_CODE,EXPORT_TAX_RATE,FOREIGN_CURRENCY,HS_CODE,HS_CODE_2,HS_CODE_4,IMPORTER_ADDRESS,IMPORTER_COUNTRY,IMPORTER_NAME,INCOTERMS,PAYMENT_METHOD,PRODUCT_DESC_EN,PRODUCT_DESC_VN,QTY,_id,TOTAL_PRICE_IN_FOREIGN_CURRENCY,TOTAL_PRICE_IN_USD,TRANS_TYPE_CODE,TRANS_TYPE_NAME,TYPE_OF_EXPORT,UNIT,UNIT_PRICE_IN_FOREIGN_CURRENCY,UNIT_PRICE_IN_USD,HS_CODE_DESCRIPTION,EXPORTER_NAME_EN_extracted_info,EXPORTER_NAME_EN_manufacturer
KR,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307631426230,25960.0,LOT M1 AND LOT F QUANG CHAU INDUSTRIAL PARK VAN TRUNG COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"LÔ M1, LÔ F VÀ LÔ T1, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400879766,FUYU PRECISION COMPONENT COMPANY LIMITED,CÔNG TY TNHH CÔNG NGHỆ CHÍNH XÁC FUYU,2223856888,,0.0,USD,85176299,85,8517,54 GENTING LANE #03-05 RUBY LAND COMPLEX SINGAPORE(349562) KR,"KOREA, REPUBLIC OF",CLOUD NETWORK TECHNOLOGY SINGAPORE PRIVATE LIMITED,FCA,KC,"P70216#&AMP;SWITCHES(CISCO CATALYST C9000 SWITCHING PLATFORM)C9200L-24P-4G-E C9200L-24P-4G-E01P,100~240V/1000W;STT 200,158/GPXNK-BCY#&AMP;VN","P70216#&THIẾT BỊ CHUYỂN MẠCH,(CISCO CATALYST C9000 SWITCHING PLATFORM)C9200L-24P-4G-E,C9200L-24P-4G-E01P,100~240V/1000W;STT 200,158/GPXNK-BCY#&VN",1,3f457ca1-bcc8-4f72-99da-99d9a4c6a5a4,302.4913,302.4913,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,302.4913,302.4913,OTHER,Cisco C9200L-24P-4G-E,Cisco
SG,HQCNC,HỒ CHÍ MINH,2025-08-01T00:00:00Z,307631716140,25960.0,SAIGON TOWER 29 LE DUAN BEN NGHE WARD DISTRICT 1 HO CHI MINH CITY VIETNAM,"TÒA NHÀ SAIGON TOWER, SỐ 29, ĐƯỜNG LÊ DUẨN, PHƯỜNG SÀI GÒN, TP.HỒ CHÍ MINH",310715054,HEWLETT PACKARD VIETNAM SOFTWARE AND INFORMATION TECHNOLOGY COMPANY LIMITED,CÔNG TY TNHH PHẦN MỀM VÀ CÔNG NGHỆ THÔNG TIN HEWLETT-PACKARD VIỆT NAM,08-35287041,,0.0,USD,85176243,85,8517,1 DEPOT CLOSE #11-01 SINGAPORE 109841 SG,SINGAPORE,HEWLETT PACKARD ASIA PACIFIC PRIVATE LIMITED,DAP,KC,"SWITCHES DO NOT CONTAIN CODE CIVIL JL681-61001 - ARUBA ION 1930 8G CL4 2SFP 124W SW, NEW GOODS 100%#&AMP;CN","THIẾT BỊ CHUYỂN MẠCH KHÔNG CHỨA MẬT MÃ DÂN SỰ JL681-61001- ARUBA ION 1930 8G CL4 2SFP 124W SW, HÀNG MỚI 100%#&CN",1,50c325e0-a2bf-4363-b171-0649aa9d5acf,130.55,130.55,AIR,AIR,ORDINARY EXPORT (INVESTMENT ENTERPRISES),PCE,130.55,130.55,"CONTROL AND ADAPTOR UNITS, INCLUDING GATEWAYS, BRIDGES, ROUTERS AND OTHER SIMILAR APPARATUS DESIGNED ONLY FOR CONNECTION WITH AUTOMATIC DATA PROCESSING MACHINES OF HEADING 84.71",Aruba ION 1930 8G,Hewlett Packard Enterprise
NZ,HQYENPHONG,BAC NINH,2025-08-01T00:00:00Z,307633544060,25960.0,YEN PHONG I INDUSTRIAL PARK YEN TRUNG COMMUNE YEN PHONG DISTRICT BAC NINH PROVINCE VIETNAM,"KHU CÔNG NGHIỆP YÊN PHONG I, XÃ YÊN TRUNG, TỈNH BẮC NINH",2300325764,SAMSUNG ELECTRONICS VIETNAM COMPANY LIMITED,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM,2413696049,,0.0,USD,85176259,85,8517,129 SAMSUNG-RO YEONGTONG-GU SUWON 16677 GYEONGGI-DO SOUTH KOREA KR,NEW ZEALAND,SAMSUNG ELECTRONICS CO LIMITED,CIP,KC,SM-L310NZGAXNZ#&AMP;EQUIPMENT BRACELET SMART SAMSUNG#&AMP;VN,SM-L310NZGAXNZ#&THIẾT BỊ ĐEO TAY THÔNG MINH SAMSUNG#&VN,150,09fcbdd7-ad43-457a-870b-ac3f32e71dad,15808.5,15808.5,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,105.39,105.39,OTHER,Samsung SM-L310NZGAXNZ,Samsung
NZ,HQYENPHONG,BAC NINH,2025-08-01T00:00:00Z,307633544060,25960.0,YEN PHONG I INDUSTRIAL PARK YEN TRUNG COMMUNE YEN PHONG DISTRICT BAC NINH PROVINCE VIETNAM,"KHU CÔNG NGHIỆP YÊN PHONG I, XÃ YÊN TRUNG, TỈNH BẮC NINH",2300325764,SAMSUNG ELECTRONICS VIETNAM COMPANY LIMITED,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM,2413696049,,0.0,USD,85176259,85,8517,129 SAMSUNG-RO YEONGTONG-GU SUWON 16677 GYEONGGI-DO SOUTH KOREA KR,NEW ZEALAND,SAMSUNG ELECTRONICS CO LIMITED,CIP,KC,SM-L320NZSAXNZ#&AMP;EQUIPMENT BRACELET SMART SAMSUNG#&AMP;VN,SM-L320NZSAXNZ#&THIẾT BỊ ĐEO TAY THÔNG MINH SAMSUNG#&VN,70,98a4aa80-7279-48f7-9cf7-267e1babf099,8088.5,8088.5,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,115.55,115.55,OTHER,Samsung SM-L320NZSAXNZ,Samsung
US,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307632550430,25960.0,LOT CN1 QUANG CHAU INDUSTRIAL PARK NENH WARD BAC NINH PROVINCE VIETNAM,"LÔ CN1, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400952127,PRECISION TECHNOLOGY COMPONENT FULIAN CO LIMITED,CÔNG TY TNHH PRECISION TECHNOLOGY COMPONENT FULIAN,2043823139,,0.0,USD,85176299,85,8517,54 GENTING LANE #03-05 RUBY LAND COMPLEX SINGAPORE(349562) US,UNITED STATES,CLOUD NETWORK TECHNOLOGY SINGAPORE PRIVATE LIMITED,FCA,KHONGTT,"P1549#&AMP;BROADCASTING EQUIPMENT WIRELESS (SATELLITE ANTENNA) 52-100544 (SOURCE 12-56V, FREQUENCY 18.35-28.75 GHZ, SIZE 280*280MM)#&AMP;KXĐ","P1549#&THIẾT BỊ THU PHÁT SÓNG KHÔNG DÂY (ANTEN VỆ TINH) 52-100544 (NGUỒN 12-56V, TẦN SỐ 18.35-28.75 GHZ, KÍCH THƯỚC 280*280MM)#&KXĐ",1,78ece070-68d7-4f12-8ebd-5cfbf64fbdac,575.22756,575.22756,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,575.22756,575.22756,OTHER,,
JP,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307632551350,25960.0,LOT E QUANG CHAU INDUSTRIAL PARK QUANG CHAU COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"LÔ E, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400801174,LUXSHARE ICT VIETNAM LIMITED,CÔNG TY TNHH LUXSHARE - ICT ( VIỆT NAM ),2413634635,,0.0,USD,85176299,85,8517,SUITE 1621 16/F. OCEAN CENTRE HARBOUR CITY 5 CANTON ROAD TSIM SHA TSUI KOWLOON HK,JAPAN,LUXSHARE PRECISION LIMITED,EXW,KC,"1LE2D00003A-ZP#&AMP;SMART WATCHES APPLE WATCH (ONLY INCLUDES 1 WATCH FACE), 661-35795 (A2986), 1LE2D00003A-ZP#&AMP;VN","1LE2D00003A-ZP#&ĐỒNG HỒ THÔNG MINH APPLE WATCH (CHỈ GỒM 1 MẶT ĐỒNG HỒ), 661-35795 (A2986), 1LE2D00003A-ZP#&VN",10,9f79a0bb-fa09-4c87-8ae9-61c95fb7a22d,2651.9,2651.9,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,265.19,265.19,OTHER,Apple Watch 661-35795,Apple
TW,HQKCXKCNHP,HAI PHONG,2025-08-01T00:00:00Z,307633798200,25960.0,PLOT C-04 PART OF PLOT C-05 BELONGING TO LOT CN12 AN DUONG INDUSTRIAL PARK HONG PHONG COMMUNE AN DUONG DISTRICT HAI PHONG CITY VIETNAM,"THỬA ĐẤT C-04, MỘT PHẦN THỬA ĐẤT C-05 THUỘC LÔ ĐẤT CN12 KCN AN DƯƠNG, P AN PHONG, TP HẢI PHÒNG,VN",202055026,TONGWEI ELECTRONICS VIETNAM COMPANY LIMITED,CÔNG TY TNHH ĐIỆN TỬ TONGWEI (VIỆT NAM),963580987,,0.0,USD,85176243,85,8517,FLAT A 13/F LEAHANDER CENTRE 28 WANG WO TSAI STREET TSUEN WAN NT HONG KONG HK,"TAIWAN, PROVINCE OF CHINA",GONGJIN ELECTRONIC HONG KONG LIMITED,DAP,KC,"1F068992#&AMP;SWITCHES LINKSYS (SWITCH THE NETWORK), MODEL LGS108V2, 8PT, 12V-0.5 A, MATP: 9130000016950000. NEW GOODS 100%#&AMP;VN","1F068992#&THIẾT BỊ CHUYỂN MẠCH LINKSYS (SWITCH BỘ CHIA MẠNG), MODEL LGS108V2, 8PT, 12V-0.5A, MATP: 9130000016950000. HÀNG MỚI 100%#&VN",20,e19f1b2c-b5e0-466e-beda-b5b13e080b6c,262.4,262.4,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,13.12,13.12,"CONTROL AND ADAPTOR UNITS, INCLUDING GATEWAYS, BRIDGES, ROUTERS AND OTHER SIMILAR APPARATUS DESIGNED ONLY FOR CONNECTION WITH AUTOMATIC DATA PROCESSING MACHINES OF HEADING 84.71",Linksys LGS108V2,Linksys
KR,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307631426230,25960.0,LOT M1 AND LOT F QUANG CHAU INDUSTRIAL PARK VAN TRUNG COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"LÔ M1, LÔ F VÀ LÔ T1, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400879766,FUYU PRECISION COMPONENT COMPANY LIMITED,CÔNG TY TNHH CÔNG NGHỆ CHÍNH XÁC FUYU,2223856888,,0.0,USD,85176299,85,8517,54 GENTING LANE #03-05 RUBY LAND COMPLEX SINGAPORE(349562) KR,"KOREA, REPUBLIC OF",CLOUD NETWORK TECHNOLOGY SINGAPORE PRIVATE LIMITED,FCA,KC,"P60065#&AMP;SWITCHES(CISCO CATALYST C9000 SWITCHING PLATFORM)C9200L-48T-4X-E C9200L-48T-4X-E0CC,100~240V/1000W;STT 239,158/GPXNK-BCY#&AMP;VN","P60065#&THIẾT BỊ CHUYỂN MẠCH,(CISCO CATALYST C9000 SWITCHING PLATFORM)C9200L-48T-4X-E,C9200L-48T-4X-E0CC,100~240V/1000W;STT 239,158/GPXNK-BCY#&VN",3,d0300af9-974b-413a-8f31-09998ab76cc2,962.4465,962.4465,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,320.8155,320.8155,OTHER,Cisco C9200L-48T-4X-E,Cisco
CN,HQHANAM,NINH BINH,2025-08-01T00:00:00Z,307632399820,25960.0,DONG VAN II INDUSTRIAL PARK DUY MINH WARD DUY TIEN TOWN HA NAM PROVINCE VIETNAM,"KHU CÔNG NGHIỆP ĐỒNG VĂN II, PHƯỜNG DUY HÀ, TỈNH NINH BÌNH, VIỆT NAM",700819475,GEMTEK VIETNAM CORPORATION LIMITED,CÔNG TY TNHH GEMTEK VIỆT NAM,2263583758,,0.0,USD,85176269,85,8517,NO.15-1 ZHONGHUA RD. HSINCHU INDUSTRIAL PARK HUKOU HSINCHU TAIWAN 303 TW,CHINA,GEMTEK TECHNOLOGY CO LIMITED,FOB,KC,"99C-901-1440R#&AMP;NETWORK CARD WIFI WIRELESS, BRAND INTEL, BE200NGW GOODS DO NOT CONTAIN CODE CIVIL, ĐGGC: 0.7647 USD/SET, NEW 100%#&AMP;VN","99C-901-1440R#&CARD MẠNG WIFI KHÔNG DÂY, NHÃN HIỆU INTEL, BE200NGW, HÀNG KHÔNG CHỨA MẬT MÃ DÂN SỰ, ĐGGC: 0.7647 USD/SET, MỚI 100%#&VN",60000,57e06fe5-074a-4832-becd-1381c69784d2,405882.0,405882.0,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),SET,6.7647,6.7647,OTHER,Intel BE200NGW,Intel
JP,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307632551350,25960.0,LOT E QUANG CHAU INDUSTRIAL PARK QUANG CHAU COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"LÔ E, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400801174,LUXSHARE ICT VIETNAM LIMITED,CÔNG TY TNHH LUXSHARE - ICT ( VIỆT NAM ),2413634635,,0.0,USD,85176299,85,8517,SUITE 1621 16/F. OCEAN CENTRE HARBOUR CITY 5 CANTON ROAD TSIM SHA TSUI KOWLOON HK,JAPAN,LUXSHARE PRECISION LIMITED,EXW,KC,"1LE2A00041A-ZP#&AMP;SMART WATCHES APPLE WATCH (ONLY INCLUDES 1 WATCH FACE), 661-44405 (A2997), 1LE2A00041A-ZP#&AMP;VN","1LE2A00041A-ZP#&ĐỒNG HỒ THÔNG MINH APPLE WATCH (CHỈ GỒM 1 MẶT ĐỒNG HỒ), 661-44405 (A2997), 1LE2A00041A-ZP#&VN",25,dd7fd68e-084a-408f-a7b9-035f47bbe202,6700.0,6700.0,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,268.0,268.0,OTHER,Apple Watch 661-44405,Apple
US,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307631156840,25960.0,PART OF LOT CNSG-04 CNSG-06 VAN TRUNG INDUSTRIAL PARK VAN TRUNG COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"MỘT PHẦN CÁC LÔ CNSG-04, CNSG-06 KCN VÂN TRUNG, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400853729,CE LINK VIET NAM COMPANY LIMITED,CÔNG TY TNHH CE LINK VIỆT NAM,0204 3900 190-3071,,0.0,USD,85176249,85,8517,UNIT 1501 15/F. STELUX HOUSE 698 PRINCE EDWARD ROAD EAST SAN PO KONG KOWLOON HONG KONG HK,UNITED STATES,CE LINK LIMITED,FOB,KC,"H35206274000234#&AMP;FIRST SIGNAL CONVERTER USB TYPE-C ADAPTER MALE TO USB A FEMALE USB A MALE TO C FEMALE, SET/4PCE, P/N: 24636898(MODEL: ST63351)#&AMP;VN","H35206274000234#&ĐẦU CHUYỂN ĐỔI TÍN HIỆU USB TYPE-C ADAPTER MALE TO USB A FEMALE USB A MALE TO C FEMALE, SET/4PCE, P/N: 24636898(MODEL: ST63351)#&VN",100,3210cd23-0468-4393-a8ea-e67489f2f887,276.45,276.45,SEA,SEA,ORDINARY EXPORT (PROCESSING ENTERPRISES),SET,2.7645,2.7645,OTHER,,
SG,HQCNC,HỒ CHÍ MINH,2025-08-01T00:00:00Z,307631716140,25960.0,SAIGON TOWER 29 LE DUAN BEN NGHE WARD DISTRICT 1 HO CHI MINH CITY VIETNAM,"TÒA NHÀ SAIGON TOWER, SỐ 29, ĐƯỜNG LÊ DUẨN, PHƯỜNG SÀI GÒN, TP.HỒ CHÍ MINH",310715054,HEWLETT PACKARD VIETNAM SOFTWARE AND INFORMATION TECHNOLOGY COMPANY LIMITED,CÔNG TY TNHH PHẦN MỀM VÀ CÔNG NGHỆ THÔNG TIN HEWLETT-PACKARD VIỆT NAM,08-35287041,,0.0,USD,85176243,85,8517,1 DEPOT CLOSE #11-01 SINGAPORE 109841 SG,SINGAPORE,HEWLETT PACKARD ASIA PACIFIC PRIVATE LIMITED,DAP,KC,"SWITCHES DO NOT CONTAIN CODE CIVIL JL681-61001 - ARUBA ION 1930 8G CL4 2SFP 124W SW, NEW GOODS 100%#&AMP;CN","THIẾT BỊ CHUYỂN MẠCH KHÔNG CHỨA MẬT MÃ DÂN SỰ JL681-61001- ARUBA ION 1930 8G CL4 2SFP 124W SW, HÀNG MỚI 100%#&CN",1,aec416e1-48eb-4c4f-a376-169f46155ca1,130.55,130.55,AIR,AIR,ORDINARY EXPORT (INVESTMENT ENTERPRISES),PCE,130.55,130.55,"CONTROL AND ADAPTOR UNITS, INCLUDING GATEWAYS, BRIDGES, ROUTERS AND OTHER SIMILAR APPARATUS DESIGNED ONLY FOR CONNECTION WITH AUTOMATIC DATA PROCESSING MACHINES OF HEADING 84.71",Aruba ION 1930 8G,Hewlett Packard Enterprise
TW,HQKCXKCNHP,HAI PHONG,2025-08-01T00:00:00Z,307633798200,25960.0,PLOT C-04 PART OF PLOT C-05 BELONGING TO LOT CN12 AN DUONG INDUSTRIAL PARK HONG PHONG COMMUNE AN DUONG DISTRICT HAI PHONG CITY VIETNAM,"THỬA ĐẤT C-04, MỘT PHẦN THỬA ĐẤT C-05 THUỘC LÔ ĐẤT CN12 KCN AN DƯƠNG, P AN PHONG, TP HẢI PHÒNG,VN",202055026,TONGWEI ELECTRONICS VIETNAM COMPANY LIMITED,CÔNG TY TNHH ĐIỆN TỬ TONGWEI (VIỆT NAM),963580987,,0.0,USD,85176243,85,8517,FLAT A 13/F LEAHANDER CENTRE 28 WANG WO TSAI STREET TSUEN WAN NT HONG KONG HK,"TAIWAN, PROVINCE OF CHINA",GONGJIN ELECTRONIC HONG KONG LIMITED,DAP,KC,"1F068B92#&AMP;SWITCHES LINKSYS (SWITCH THE NETWORK), MODEL LGS116V2, 16PT, 12V-1A, MATP: 9130000016510000. NEW GOODS 100%#&AMP;VN","1F068B92#&THIẾT BỊ CHUYỂN MẠCH LINKSYS (SWITCH BỘ CHIA MẠNG), MODEL LGS116V2, 16PT, 12V-1A, MATP: 9130000016510000. HÀNG MỚI 100%#&VN",6,28fe4ccd-0657-409a-a9d1-759352aafe28,176.58,176.58,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,29.43,29.43,"CONTROL AND ADAPTOR UNITS, INCLUDING GATEWAYS, BRIDGES, ROUTERS AND OTHER SIMILAR APPARATUS DESIGNED ONLY FOR CONNECTION WITH AUTOMATIC DATA PROCESSING MACHINES OF HEADING 84.71",Linksys LGS116V2,Linksys
DE,KCNVNSGBD,HỒ CHÍ MINH,2025-08-01T00:00:00Z,307633697400,25960.0,NO. 29A VSIP ROAD NO. 8 VIETNAM - SINGAPORE INDUSTRIAL PARK THUAN GIAO WARD THUAN AN CITY BINH DUONG PROVINCE VIETNAM,"SỐ 29A, VSIP ĐƯỜNG SỐ 8, KHU CÔNG NGHIỆP VIỆT NAM-SINGAPORE,P.THUẬN GIAO,TP.THUẬN AN,TỈNH BÌNH DƯƠNG",3700711974,SONOVA OPERATIONS CENTER VIETNAM COMPANY LIMITED,CÔNG TY TNHH SONOVA OPERATIONS CENTER VIỆT NAM,0274 376 7919,,0.0,USD,85176299,85,8517,CNEE: SONOVA AG (1500) / FC C/O SONOVA LOGISTIC CENTER GERMANY GMBH - ERFURTER LANDSTRASSE 59A 99095 ERFURT 16 THURINGIA DE,GERMANY,SONOVA AG 28 LAUBISRUETISTRASSE STAEFA SWITZERLAND,FCA,KC,"076-3006-06#&AMP;MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / TV CONNECTOR (NO EPS, BLACK) (EQUIPMENT FOR WIRELESS SIGNAL TRANSMISSION, ACCESSORIES OF HEARING AIDS)#&AMP;VN","076-3006-06#&MACH.FOR RECEPT.,CONVERSION,TRANSMISSION / TV CONNECTOR (NO EPS, BLACK) (THIẾT BỊ TRUYỀN TÍN HIỆU KHÔNG DÂY, PHỤ KIỆN CỦA MÁY TRỢ THÍNH)#&VN",10,85486c3d-881d-4f24-9759-13c757948c4f,337.2,337.2,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,33.72,33.72,OTHER,,
US,HQBACGIANG,BAC NINH,2025-08-01T00:00:00Z,307632571800,25960.0,LOT E QUANG CHAU INDUSTRIAL PARK QUANG CHAU COMMUNE VIET YEN DISTRICT BAC GIANG PROVINCE VIETNAM,"LÔ E, KHU CÔNG NGHIỆP QUANG CHÂU, PHƯỜNG NẾNH, TỈNH BẮC NINH, VIỆT NAM",2400801174,LUXSHARE ICT VIETNAM LIMITED,CÔNG TY TNHH LUXSHARE - ICT ( VIỆT NAM ),2387300368,,0.0,USD,85176299,85,8517,SUITE 1621 16/F. OCEAN CENTRE HARBOUR CITY 5 CANTON ROAD TSIM SHA TSUI KOWLOON HK,UNITED STATES,LUXSHARE PRECISION LIMITED,EXW,KC,"1LA5A00237M-LW#&AMP;SMART WATCHES APPLE WATCH (ONE SET INCLUDES: 1 WATCH FACE, 1 CHARGER, WIRELESS CHARGER, AND 1 SET OF LEATHER WATCH STRAP.), MWWE3LW/A (A2997), 1LA5A00237M-LW#&AMP;VN","1LA5A00237M-LW#&ĐỒNG HỒ THÔNG MINH APPLE WATCH (MỘT BỘ GỒM: 1 MẶT ĐỒNG HỒ, 1 SẠC KHÔNG DÂY VÀ 1 BỘ DÂY ĐEO ĐỒNG HỒ.), MWWE3LW/A (A2997), 1LA5A00237M-LW#&VN",588,285a3a9a-3cba-441d-bd9b-3a83281afc54,114954.0,114954.0,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),SET,195.5,195.5,OTHER,Apple Watch MWWE3LW/A,Apple
CN,HQHANAM,NINH BINH,2025-08-01T00:00:00Z,307632399820,25960.0,DONG VAN II INDUSTRIAL PARK DUY MINH WARD DUY TIEN TOWN HA NAM PROVINCE VIETNAM,"KHU CÔNG NGHIỆP ĐỒNG VĂN II, PHƯỜNG DUY HÀ, TỈNH NINH BÌNH, VIỆT NAM",700819475,GEMTEK VIETNAM CORPORATION LIMITED,CÔNG TY TNHH GEMTEK VIỆT NAM,2263583758,,0.0,USD,85176269,85,8517,NO.15-1 ZHONGHUA RD. HSINCHU INDUSTRIAL PARK HUKOU HSINCHU TAIWAN 303 TW,CHINA,GEMTEK TECHNOLOGY CO LIMITED,FOB,KC,"99C-901-1440R#&AMP;NETWORK CARD WIFI WIRELESS, BRAND INTEL, BE200NGW GOODS DO NOT CONTAIN CODE CIVIL, ĐGGC: 0.7647 USD/SET, NEW 100%#&AMP;VN","99C-901-1440R#&CARD MẠNG WIFI KHÔNG DÂY, NHÃN HIỆU INTEL, BE200NGW, HÀNG KHÔNG CHỨA MẬT MÃ DÂN SỰ, ĐGGC: 0.7647 USD/SET, MỚI 100%#&VN",21200,2b49a66f-7efb-4348-a63e-3928dd13bd96,143411.64,143411.64,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),SET,6.7647,6.7647,OTHER,Intel BE200NGW,Intel
AZ,HQYENPHONG,BAC NINH,2025-08-01T00:00:00Z,307631883000,25960.0,YEN PHONG I INDUSTRIAL PARK YEN TRUNG COMMUNE YEN PHONG DISTRICT BAC NINH PROVINCE VIETNAM,"KHU CÔNG NGHIỆP YÊN PHONG I, XÃ YÊN TRUNG, TỈNH BẮC NINH",2300325764,SAMSUNG ELECTRONICS VIETNAM COMPANY LIMITED,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM,2413696049,,0.0,USD,85176259,85,8517,129 SAMSUNG-RO YEONGTONG-GU SUWON 16677 GYEONGGI-DO SOUTH KOREA KR,AZERBAIJAN,SAMSUNG ELECTRONICS CO LIMITED,CIP,KC,SM-L330NDAACIS#&AMP;EQUIPMENT BRACELET SMART SAMSUNG#&AMP;VN,SM-L330NDAACIS#&THIẾT BỊ ĐEO TAY THÔNG MINH SAMSUNG#&VN,50,a09ae15a-15e9-4ccf-8c79-fadeb38b97ef,5862.5,5862.5,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,117.25,117.25,OTHER,Samsung SM-L330NDAACIS,Samsung
GE,HQYENPHONG,BAC NINH,2025-08-01T00:00:00Z,307631885800,25960.0,YEN PHONG I INDUSTRIAL PARK YEN TRUNG COMMUNE YEN PHONG DISTRICT BAC NINH PROVINCE VIETNAM,"KHU CÔNG NGHIỆP YÊN PHONG I, XÃ YÊN TRUNG, TỈNH BẮC NINH",2300325764,SAMSUNG ELECTRONICS VIETNAM COMPANY LIMITED,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM,2413696049,,0.0,USD,85176259,85,8517,129 SAMSUNG-RO YEONGTONG-GU SUWON 16677 GYEONGGI-DO SOUTH KOREA KR,GEORGIA,SAMSUNG ELECTRONICS CO LIMITED,CIP,KC,SM-L330NZSACIS#&AMP;EQUIPMENT BRACELET SMART SAMSUNG#&AMP;VN,SM-L330NZSACIS#&THIẾT BỊ ĐEO TAY THÔNG MINH SAMSUNG#&VN,10,965c0cb6-b619-4b0f-9872-7aa7c8b31afb,1172.5,1172.5,AIR,AIR,ORDINARY EXPORT (PROCESSING ENTERPRISES),PCE,117.25,117.25,OTHER,Samsung SM-L330NZSACIS,Samsung
